Year,Name,G,AB,R,H,2B,3B,HR,RBI,BB,SO,BA,OBP,SLG,OPS,SB,CS,E,WPA,cWPA,OPP,,,,,,,
1955,Irv Noren,5,16,0,1,0,0,0,1,1,1,0.063,0.118,0.063,0.18,0,0,0,-0.51,-0.199,Bklyn Dodgers,,,,,,,
1955,Phil Rizzuto,7,15,2,4,0,0,0,1,5,1,0.267,0.45,0.267,0.717,2,0,0,0.13,0.061,Bklyn Dodgers,,,,,,,
1955,Eddie Robinson,4,3,0,2,0,0,0,1,2,1,0.667,0.833,0.667,1.5,0,0,0,0.24,0.101,Bklyn Dodgers,,,,,,,
1955,Bill Skowron,5,12,2,4,2,0,1,3,0,1,0.333,0.333,0.75,1.083,0,0,1,-0.01,-0.073,Bklyn Dodgers,,,,,,,
1955,Tom Sturdivant,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Bklyn Dodgers,,,,,,,
1955,Bob Turley,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.009,Bklyn Dodgers,,,,,,,
1956,Hank Bauer,7,32,3,9,0,0,1,3,0,5,0.281,0.281,0.375,0.656,1,0,1,-0.07,-0.002,Bklyn Dodgers,,,,,,,
1956,Yogi Berra,7,25,5,9,2,0,3,10,4,1,0.36,0.448,0.8,1.248,0,0,0,0.42,0.369,Bklyn Dodgers,,,,,,,
1956,Tommy Byrne,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02,-0.005,Bklyn Dodgers,,,,,,,
1956,Andy Carey,7,19,2,3,0,0,0,0,1,6,0.158,0.2,0.158,0.358,0,0,2,-0.24,-0.081,Bklyn Dodgers,,,,,,,
1956,Bob Cerv,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,,0.02,0.006,Bklyn Dodgers,,,,,,,
1956,Jerry Coleman,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.014,Bklyn Dodgers,,,,,,,
1956,Joe Collins,6,21,2,5,2,0,0,2,2,3,0.238,0.304,0.333,0.638,0,0,2,-0.05,-0.014,Bklyn Dodgers,,,,,,,
1956,Whitey Ford,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.11,-0.027,Bklyn Dodgers,,,,,,,
1956,Elston Howard,1,5,1,2,1,0,1,1,0,0,0.4,0.4,1.2,1.6,0,0,0,0.02,0.019,Bklyn Dodgers,,,,,,,
1956,Johnny Kucks,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03,-0.032,Bklyn Dodgers,,,,,,,
1956,Don Larsen,2,3,1,1,0,0,0,1,0,1,0.333,0.333,0.333,0.667,0,0,0,0.05,0.013,Bklyn Dodgers,,,,,,,
1956,Mickey Mantle,7,24,6,6,1,0,3,4,6,5,0.25,0.4,0.667,1.067,1,0,0,0.13,0.020,Bklyn Dodgers,,,,,,,
1956,Billy Martin,7,27,5,8,0,0,2,3,1,6,0.296,0.321,0.519,0.84,0,0,0,-0.06,-0.061,Bklyn Dodgers,,,,,,,
1956,Mickey McDermott,1,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0.01,0.002,Bklyn Dodgers,,,,,,,
1956,Gil McDougald,7,21,0,3,0,0,0,1,3,6,0.143,0.24,0.143,0.383,0,0,0,-0.27,-0.132,Bklyn Dodgers,,,,,,,
1956,Tom Morgan,2,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0.08,0.023,Bklyn Dodgers,,,,,,,
1956,Norm Siebern,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.01,-0.003,Bklyn Dodgers,,,,,,,
1956,Bill Skowron,3,10,1,1,0,0,1,4,0,3,0.1,0.1,0.4,0.5,0,0,1,-0.15,-0.055,Bklyn Dodgers,,,,,,,
1956,Enos Slaughter,6,20,6,7,0,0,1,4,4,0,0.35,0.44,0.5,0.94,0,0,0,0.36,0.053,Bklyn Dodgers,,,,,,,
1956,Tom Sturdivant,2,3,0,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,0,0.01,0.004,Bklyn Dodgers,,,,,,,
1956,Bob Turley,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.12,-0.060,Bklyn Dodgers,,,,,,,
1956,George Wilson,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.01,-0.003,Bklyn Dodgers,,,,,,,
1957,Hank Bauer,7,31,3,8,2,1,2,6,1,6,0.258,0.281,0.581,0.862,0,0,0,0.54,0.227,Mil Braves,,,,,,,
1957,Yogi Berra,7,25,5,8,1,0,1,2,4,0,0.32,0.414,0.48,0.894,0,0,1,0.26,0.144,Mil Braves,,,,,,,
1957,Tommy Byrne,2,2,0,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,-0.03,-0.003,Mil Braves,,,,,,,
1957,Andy Carey,2,7,0,2,1,0,0,1,1,0,0.286,0.375,0.429,0.804,0,0,0,0.06,0.016,Mil Braves,,,,,,,
1957,Jerry Coleman,7,22,2,8,2,0,0,2,3,1,0.364,0.44,0.455,0.895,0,0,0,0.15,0.044,Mil Braves,,,,,,,
1957,Joe Collins,6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,-0.1,-0.056,Mil Braves,,,,,,,
1957,Art Ditmar,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05,-0.017,Mil Braves,,,,,,,
1957,Whitey Ford,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.11,-0.038,Mil Braves,,,,,,,
1957,Bob Grim,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1957,Elston Howard,6,11,2,3,0,0,1,3,1,3,0.273,0.333,0.545,0.879,0,0,1,0.26,0.062,Mil Braves,,,,,,,
1957,Tony Kubek,7,28,4,8,0,0,2,4,0,4,0.286,0.286,0.5,0.786,0,0,2,-0.24,-0.105,Mil Braves,,,,,,,
1957,Johnny Kucks,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1957,Don Larsen,2,2,1,0,0,0,0,0,2,1,0,0.5,0,0.5,0,0,0,-0.02,-0.006,Mil Braves,,,,,,,
1957,Jerry Lumpe,6,14,0,4,0,0,0,2,1,1,0.286,0.333,0.286,0.619,0,1,0,-0.01,-0.033,Mil Braves,,,,,,,
1957,Mickey Mantle,6,19,3,5,0,0,1,2,3,1,0.263,0.364,0.421,0.785,0,2,1,-0.05,-0.040,Mil Braves,,,,,,,
1957,Gil McDougald,7,24,3,6,0,0,0,2,3,3,0.25,0.321,0.25,0.571,1,0,1,-0.29,-0.159,Mil Braves,,,,,,,
1957,Bobby Richardson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1957,Bobby Shantz,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.013,Mil Braves,,,,,,,
1957,Harry Simpson,5,12,0,1,0,0,0,1,0,4,0.083,0.083,0.083,0.167,0,0,0,-0.42,-0.174,Mil Braves,,,,,,,
1957,Bill Skowron,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.061,Mil Braves,,,,,,,
1957,Enos Slaughter,5,12,2,3,1,0,0,0,3,2,0.25,0.4,0.333,0.733,0,1,0,-0.03,-0.056,Mil Braves,,,,,,,
1957,Tom Sturdivant,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.004,Mil Braves,,,,,,,
1957,Bob Turley,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1,-0.048,Mil Braves,,,,,,,
1958,Hank Bauer,7,31,6,10,0,0,4,8,0,5,0.323,0.323,0.71,1.032,0,0,0,0.36,0.019,Mil Braves,,,,,,,
1958,Yogi Berra,7,27,3,6,3,0,0,2,1,0,0.222,0.241,0.333,0.575,0,0,0,-0.24,-0.065,Mil Braves,,,,,,,
1958,Andy Carey,5,12,1,1,0,0,0,0,0,3,0.083,0.083,0.083,0.167,0,0,0,-0.29,-0.097,Mil Braves,,,,,,,
1958,Murry Dickson,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1958,Art Ditmar,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03,-0.013,Mil Braves,,,,,,,
1958,Ryne Duren,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.12,-0.046,Mil Braves,,,,,,,
1958,Whitey Ford,3,4,1,0,0,0,0,0,2,2,0,0.333,0,0.333,0,0,0,-0.02,-0.010,Mil Braves,,,,,,,
1958,Elston Howard,6,18,4,4,0,0,0,2,1,4,0.222,0.263,0.222,0.485,1,0,0,0.2,0.380,Mil Braves,,,,,,,
1958,Tony Kubek,7,21,0,1,0,0,0,1,1,7,0.048,0.087,0.048,0.135,0,0,2,-0.37,-0.139,Mil Braves,,,,,,,
1958,Johnny Kucks,2,1,0,1,0,0,0,0,0,0,1,1,1,2,0,0,0,0.01,0.003,Mil Braves,,,,,,,
1958,Don Larsen,2,2,0,0,0,0,0,0,1,0,0,0.333,0,0.333,0,0,0,0.01,-0.016,Mil Braves,,,,,,,
1958,Jerry Lumpe,6,12,0,2,0,0,0,0,1,2,0.167,0.231,0.167,0.397,0,1,0,-0.16,-0.064,Mil Braves,,,,,,,
1958,Duke Maas,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1958,Mickey Mantle,7,24,4,6,0,1,2,3,7,4,0.25,0.419,0.583,1.003,0,0,0,0.07,-0.052,Mil Braves,,,,,,,
1958,Gil McDougald,7,28,5,9,2,0,2,4,2,4,0.321,0.367,0.607,0.974,0,0,0,0.45,0.165,Mil Braves,,,,,,,
1958,Zach Monroe,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Mil Braves,,,,,,,
1958,Bobby Richardson,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.013,Mil Braves,,,,,,,
1958,Norm Siebern,3,8,1,1,0,0,0,0,3,2,0.125,0.364,0.125,0.489,0,0,0,-0.02,-0.011,Mil Braves,,,,,,,
1958,Bill Skowron,7,27,3,7,0,0,2,7,1,4,0.259,0.286,0.481,0.767,0,0,0,0.23,0.276,Mil Braves,,,,,,,
1958,Enos Slaughter,4,3,1,0,0,0,0,0,1,1,0,0.25,0,0.25,0,0,,-0.06,-0.028,Mil Braves,,,,,,,
1958,Marv Throneberry,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0.000,Mil Braves,,,,,,,
1958,Bob Turley,4,5,0,1,0,0,0,2,0,1,0.2,0.2,0.2,0.4,0,0,0,-0.09,-0.075,Mil Braves,,,,,,,
1960,Luis Arroyo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,-0.006,Pirates,,,,,,,
1960,Yogi Berra,7,22,6,7,0,0,1,8,2,0,0.318,0.375,0.455,0.83,0,0,0,0.12,0.288,Pirates,,,,,,,
1960,Johnny Blanchard,5,11,2,5,2,0,0,2,0,0,0.455,0.455,0.636,1.091,0,0,0,0.14,0.117,Pirates,,,,,,,
1960,Clete Boyer,4,12,1,3,2,1,0,1,0,1,0.25,0.25,0.583,0.833,0,0,0,-0.07,-0.020,Pirates,,,,,,,
1960,Bob Cerv,4,14,1,5,0,0,0,0,0,3,0.357,0.357,0.357,0.714,0,0,1,-0.11,-0.058,Pirates,,,,,,,
1960,Jim Coates,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.02,-0.007,Pirates,,,,,,,
1960,Joe DeMaestri,4,2,1,1,0,0,0,0,0,1,0.5,0.5,0.5,1,0,0,0,0,0.000,Pirates,,,,,,,
1960,Art Ditmar,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Pirates,,,,,,,
1960,Ryne Duren,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Pirates,,,,,,,
1960,Whitey Ford,2,8,1,2,0,0,0,2,0,2,0.25,0.25,0.25,0.5,0,0,0,0.09,0.043,Pirates,,,,,,,
1960,Eli Grba,1,0,0,0,0,0,0,0,0,0,,,,,0,0,,0,0.000,Pirates,,,,,,,
1960,Elston Howard,5,13,4,6,1,1,1,4,1,4,0.462,0.533,0.923,1.456,0,0,0,0.23,0.100,Pirates,,,,,,,
1960,Tony Kubek,7,30,6,10,1,0,0,3,2,2,0.333,0.394,0.367,0.761,0,1,3,0.19,0.073,Pirates,,,,,,,
1960,Dale Long,3,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,,0.02,0.076,Pirates,,,,,,,
1960,Hector Lopez,3,7,0,3,0,0,0,0,0,0,0.429,0.429,0.429,0.857,0,0,0,-0.09,-0.006,Pirates,,,,,,,
1960,Duke Maas,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Pirates,,,,,,,
1960,Mickey Mantle,7,25,8,10,1,0,3,11,8,9,0.4,0.545,0.8,1.345,0,1,0,0.52,0.367,Pirates,,,,,,,
1960,Roger Maris,7,30,6,8,1,0,2,2,2,4,0.267,0.313,0.5,0.813,0,0,1,-0.2,-0.199,Pirates,,,,,,,
1960,Gil McDougald,6,18,4,5,1,0,0,2,2,3,0.278,0.35,0.333,0.683,0,0,1,0,-0.018,Pirates,,,,,,,
1960,Bobby Richardson,7,30,8,11,2,2,1,12,1,1,0.367,0.387,0.667,1.054,0,0,2,-0.09,-0.034,Pirates,,,,,,,
1960,Bobby Shantz,3,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,0,0.003,Pirates,,,,,,,
1960,Bill Skowron,7,32,7,12,2,0,2,6,0,6,0.375,0.364,0.625,0.989,0,0,0,0.22,0.052,Pirates,,,,,,,
1960,Bill Stafford,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.03,-0.015,Pirates,,,,,,,
1960,Ralph Terry,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.032,Pirates,,,,,,,
1960,Bob Turley,2,4,0,1,0,0,0,1,0,1,0.25,0.25,0.25,0.5,0,0,0,0.06,0.019,Pirates,,,,,,,
1961,Luis Arroyo,2,0,0,0,0,0,0,0,0,0,,,,,0,0,1,0,0.000,Reds,,,,,,,
1961,Yogi Berra,4,11,2,3,0,0,1,3,5,1,0.273,0.5,0.545,1.045,0,0,1,0.32,0.113,Reds,,,,,,,
1961,Johnny Blanchard,4,10,4,4,1,0,2,3,2,0,0.4,0.5,1.1,1.6,0,0,0,0.37,0.103,Reds,,,,,,,
1961,Clete Boyer,5,15,0,4,2,0,0,3,4,0,0.267,0.421,0.4,0.821,0,0,1,-0.07,-0.030,Reds,,,,,,,
1961,Jim Coates,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.000,Reds,,,,,,,
1961,Bud Daley,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.000,Reds,,,,,,,
1961,Whitey Ford,2,5,1,0,0,0,0,0,1,0,0,0.167,0,0.167,0,0,0,-0.12,-0.040,Reds,,,,,,,
1961,Billy Gardner,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.01,-0.002,Reds,,,,,,,
1961,Elston Howard,5,20,5,5,3,0,1,1,2,3,0.25,0.318,0.55,0.868,0,0,0,-0.07,-0.033,Reds,,,,,,,
1961,Tony Kubek,5,22,3,5,0,0,0,1,1,4,0.227,0.261,0.227,0.488,0,0,0,-0.09,-0.021,Reds,,,,,,,
1961,Hector Lopez,4,9,3,3,0,1,1,7,2,3,0.333,0.455,0.889,1.343,0,0,0,0.12,0.028,Reds,,,,,,,
1961,Mickey Mantle,2,6,0,1,0,0,0,0,0,2,0.167,0.167,0.167,0.333,0,0,0,-0.04,-0.009,Reds,,,,,,,
1961,Roger Maris,5,19,4,2,1,0,1,2,4,6,0.105,0.261,0.316,0.577,0,0,0,0.05,0.045,Reds,,,,,,,
1961,Jack Reed,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1961,Bobby Richardson,5,23,2,9,1,0,0,0,0,0,0.391,0.391,0.435,0.826,1,1,0,0.17,0.054,Reds,,,,,,,
1961,Bill Skowron,5,17,3,6,0,0,1,5,3,4,0.353,0.45,0.529,0.979,0,0,0,0.1,0.022,Reds,,,,,,,
1961,Bill Stafford,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.04,-0.015,Reds,,,,,,,
1961,Ralph Terry,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.09,-0.029,Reds,,,,,,,
1962,Yogi Berra,2,2,0,0,0,0,0,0,2,0,0,0.5,0,0.5,0,0,0,-0.05,-0.011,SF Giants,,,,,,,
1962,Johnny Blanchard,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.02,-0.007,SF Giants,,,,,,,
1962,Clete Boyer,7,22,2,7,1,0,1,4,1,3,0.318,0.333,0.5,0.833,0,0,2,0.41,0.226,SF Giants,,,,,,,
1962,Marshall Bridges,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,SF Giants,,,,,,,
1962,Jim Coates,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,SF Giants,,,,,,,
1962,Bud Daley,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,SF Giants,,,,,,,
1962,Whitey Ford,3,7,0,0,0,0,0,0,1,3,0,0.125,0,0.125,0,0,1,-0.21,-0.088,SF Giants,,,,,,,
1962,Elston Howard,6,21,1,3,1,0,0,1,1,4,0.143,0.217,0.19,0.408,0,0,0,-0.32,-0.282,SF Giants,,,,,,,
1962,Tony Kubek,7,29,2,8,1,0,0,1,1,3,0.276,0.3,0.31,0.61,0,1,1,-0.35,-0.216,SF Giants,,,,,,,
1962,Dale Long,2,5,0,1,0,0,0,1,0,1,0.2,0.2,0.2,0.4,0,0,0,0.04,0.018,SF Giants,,,,,,,
1962,Hector Lopez,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.02,-0.010,SF Giants,,,,,,,
1962,Mickey Mantle,7,25,2,3,1,0,0,0,4,5,0.12,0.241,0.16,0.401,2,0,0,-0.04,-0.020,SF Giants,,,,,,,
1962,Roger Maris,7,23,4,4,1,0,1,5,5,2,0.174,0.321,0.348,0.669,0,0,0,0.01,-0.067,SF Giants,,,,,,,
1962,Bobby Richardson,7,27,3,4,0,0,0,0,3,1,0.148,0.233,0.148,0.381,0,0,1,-0.2,-0.016,SF Giants,,,,,,,
1962,Bill Skowron,6,18,1,4,0,1,0,1,1,5,0.222,0.3,0.333,0.633,0,0,0,-0.19,-0.062,SF Giants,,,,,,,
1962,Bill Stafford,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.06,-0.019,SF Giants,,,,,,,
1962,Ralph Terry,3,8,0,1,0,0,0,0,1,6,0.125,0.222,0.125,0.347,0,0,0,-0.11,-0.018,SF Giants,,,,,,,
1962,Tom Tresh,7,28,5,9,1,0,1,4,1,4,0.321,0.345,0.464,0.809,2,0,0,0.23,0.093,SF Giants,,,,,,,
1963,Yogi Berra,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.03,-0.008,LA Dodgers,,,,,,,
1963,Johnny Blanchard,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08,-0.018,LA Dodgers,,,,,,,
1963,Jim Bouton,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1,-0.022,LA Dodgers,,,,,,,
1963,Clete Boyer,4,13,0,1,0,0,0,0,1,6,0.077,0.143,0.077,0.22,0,0,0,-0.27,-0.063,LA Dodgers,,,,,,,
1963,Harry Bright,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,-0.02,-0.007,LA Dodgers,,,,,,,
1963,Al Downing,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.05,-0.015,LA Dodgers,,,,,,,
1963,Whitey Ford,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,-0.007,LA Dodgers,,,,,,,
1963,Steve Hamilton,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1963,Elston Howard,4,15,0,5,0,0,0,1,0,3,0.333,0.333,0.333,0.667,0,0,0,0,-0.018,LA Dodgers,,,,,,,
1963,Tony Kubek,4,16,1,3,0,0,0,0,0,3,0.188,0.188,0.188,0.375,0,0,0,-0.25,-0.050,LA Dodgers,,,,,,,
1963,Phil Linz,3,3,0,1,0,0,0,0,0,1,0.333,0.333,0.333,0.667,0,0,,0.04,0.001,LA Dodgers,,,,,,,
1963,Hector Lopez,3,8,1,2,2,0,0,0,0,1,0.25,0.25,0.5,0.75,0,0,0,-0.21,-0.023,LA Dodgers,,,,,,,
1963,Mickey Mantle,4,15,1,2,0,0,1,1,1,5,0.133,0.188,0.333,0.521,0,0,0,-0.12,-0.051,LA Dodgers,,,,,,,
1963,Roger Maris,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.08,-0.026,LA Dodgers,,,,,,,
1963,Joe Pepitone,4,13,0,2,0,0,0,0,1,3,0.154,0.267,0.154,0.421,0,0,1,-0.14,-0.026,LA Dodgers,,,,,,,
1963,Hal Reniff,3,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1963,Bobby Richardson,4,14,0,3,1,0,0,0,1,3,0.214,0.267,0.286,0.552,0,0,0,-0.03,-0.026,LA Dodgers,,,,,,,
1963,Ralph Terry,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1963,Tom Tresh,4,15,1,3,0,0,1,2,1,6,0.2,0.25,0.4,0.65,0,0,0,-0.28,-0.039,LA Dodgers,,,,,,,
1963,Stan Williams,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,LA Dodgers,,,,,,,
1964,Johnny Blanchard,4,4,0,1,1,0,0,0,0,1,0.25,0.25,0.5,0.75,0,0,,-0.03,-0.031,Cardinals,,,,,,,
1964,Jim Bouton,2,7,0,1,0,0,0,1,0,2,0.143,0.143,0.143,0.286,0,0,0,-0.03,-0.007,Cardinals,,,,,,,
1964,Clete Boyer,7,24,2,5,1,0,1,3,1,5,0.208,0.231,0.375,0.606,1,0,2,-0.28,-0.119,Cardinals,,,,,,,
1964,Al Downing,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.03,-0.009,Cardinals,,,,,,,
1964,Whitey Ford,1,1,0,1,0,0,0,1,2,0,1,1,1,2,0,0,0,0.11,0.038,Cardinals,,,,,,,
1964,Pedro Gonzalez,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03,-0.015,Cardinals,,,,,,,
1964,Steve Hamilton,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1964,Mike Hegan,3,1,1,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,,0.02,0.026,Cardinals,,,,,,,
1964,Elston Howard,7,24,5,7,1,0,0,2,4,6,0.292,0.414,0.333,0.747,0,0,1,-0.16,-0.090,Cardinals,,,,,,,
1964,Phil Linz,7,31,5,7,1,0,2,2,2,5,0.226,0.273,0.452,0.724,0,1,2,-0.25,-0.144,Cardinals,,,,,,,
1964,Hector Lopez,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.06,-0.041,Cardinals,,,,,,,
1964,Mickey Mantle,7,24,8,8,2,0,3,8,6,8,0.333,0.467,0.792,1.258,0,0,2,0.51,0.220,Cardinals,,,,,,,
1964,Roger Maris,7,30,4,6,0,0,1,1,1,4,0.2,0.226,0.3,0.526,0,0,0,-0.22,-0.096,Cardinals,,,,,,,
1964,Pete Mikkelsen,4,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1964,Joe Pepitone,7,26,1,4,1,0,1,5,2,3,0.154,0.241,0.308,0.549,0,0,0,-0.25,-0.125,Cardinals,,,,,,,
1964,Hal Reniff,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1964,Bobby Richardson,7,32,3,13,2,0,0,3,0,2,0.406,0.406,0.469,0.875,1,0,2,-0.01,-0.055,Cardinals,,,,,,,
1964,Rollie Sheldon,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1964,Mel Stottlemyre,3,8,0,1,0,0,0,0,0,6,0.125,0.125,0.125,0.25,0,0,0,-0.25,-0.137,Cardinals,,,,,,,
1964,Ralph Terry,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Cardinals,,,,,,,
1964,Tom Tresh,7,22,4,6,2,0,2,7,6,7,0.273,0.414,0.636,1.05,0,0,0,0.69,0.339,Cardinals,,,,,,,
1976,Doyle Alexander,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Chris Chambliss,4,16,1,5,1,0,0,1,0,2,0.313,0.353,0.375,0.728,0,0,1,0.09,0.017,Reds,,,,,,,
1976,Dock Ellis,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Ed Figueroa,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Oscar Gamble,3,8,0,1,0,0,0,1,0,0,0.125,0.125,0.125,0.25,0,0,0,-0.03,0.003,Reds,,,,,,,
1976,Elrod Hendricks,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-0.08,-0.017,Reds,,,,,,,
1976,Catfish Hunter,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Grant Jackson,1,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Sparky Lyle,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Elliott Maddox,2,5,0,1,0,1,0,0,1,2,0.2,0.333,0.6,0.933,0,0,0,-0.19,-0.056,Reds,,,,,,,
1976,Jim Mason,3,1,1,1,0,0,1,1,0,0,1,1,4,5,0,0,0,0.08,0.020,Reds,,,,,,,
1976,Carlos May,4,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,-0.24,-0.046,Reds,,,,,,,
1976,Thurman Munson,4,17,2,9,0,0,0,2,0,1,0.529,0.529,0.529,1.059,0,0,0,0.1,0.001,Reds,,,,,,,
1976,Graig Nettles,4,12,0,3,0,0,0,2,3,1,0.25,0.375,0.25,0.625,0,0,0,-0.09,-0.033,Reds,,,,,,,
1976,Lou Piniella,4,9,1,3,1,0,0,0,0,0,0.333,0.333,0.444,0.778,0,0,0,-0.09,-0.013,Reds,,,,,,,
1976,Willie Randolph,4,14,1,1,0,0,0,0,1,3,0.071,0.133,0.071,0.205,0,0,0,-0.39,-0.086,Reds,,,,,,,
1976,Mickey Rivers,4,18,1,3,0,0,0,0,1,2,0.167,0.211,0.167,0.377,1,1,0,-0.3,-0.083,Reds,,,,,,,
1976,Fred Stanley,4,6,1,1,1,0,0,1,3,1,0.167,0.444,0.333,0.778,0,0,1,0.17,0.049,Reds,,,,,,,
1976,Dick Tidrow,2,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0.000,Reds,,,,,,,
1976,Otto Velez,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,-0.08,-0.021,Reds,,,,,,,
